"portal","geo","month","NormalizedSI","pctTot"
"Portal - YachtWorld","CA_EAST - Geographical Area",11,0.752989125583427,0.062749093798619
"Portal - YachtWorld","CA_EAST - Geographical Area",12,0.766764100694741,0.0638970083912284
"Portal - YachtWorld","US_Southwest  - Geographical Area",1,1.01059857922023,0.0842165482683528
"Portal - YachtWorld","US_Southwest  - Geographical Area",2,0.928575670401349,0.0773813058667791
"Portal - YachtWorld","US_Southwest  - Geographical Area",3,0.977104001635221,0.0814253334696017
"Portal - YachtWorld","US_Southwest  - Geographical Area",4,0.979045947657201,0.0815871623047668
"Portal - YachtWorld","US_Southwest  - Geographical Area",5,1.06480144218762,0.0887334535156347
"Portal - YachtWorld","US_Southwest  - Geographical Area",6,1.06900427491792,0.0890836895764934
"Portal - YachtWorld","US_Southwest  - Geographical Area",7,1.11758794000238,0.0931323283335319
"Portal - YachtWorld","US_Southwest  - Geographical Area",8,1.16458143721664,0.0970484531013867
"Portal - YachtWorld","US_Southwest  - Geographical Area",9,1.07735551364025,0.0897796261366873
"Portal - YachtWorld","US_Southwest  - Geographical Area",10,0.960612699935111,0.0800510583279259
"Portal - YachtWorld","US_Southwest  - Geographical Area",11,0.848571267882963,0.0707142723235803
"Portal - YachtWorld","US_Southwest  - Geographical Area",12,0.802161225303112,0.0668467687752593
"Portal - YachtWorld","US_Southeast - Geographical Area",1,1.01554435791415,0.0846286964928459
"Portal - YachtWorld","US_Southeast - Geographical Area",2,0.927466050580102,0.0772888375483418
"Portal - YachtWorld","US_Southeast - Geographical Area",3,0.986932210573747,0.0822443508811456
"Portal - YachtWorld","US_Southeast - Geographical Area",4,0.991807281693815,0.0826506068078179
"Portal - YachtWorld","US_Southeast - Geographical Area",5,1.16820355449414,0.0973502962078449
"Portal - YachtWorld","US_Southeast - Geographical Area",6,1.19018232877223,0.099181860731019
"Portal - YachtWorld","US_Southeast - Geographical Area",7,1.18449636374401,0.098708030312001
"Portal - YachtWorld","US_Southeast - Geographical Area",8,1.13399705827227,0.0944997548560223
"Portal - YachtWorld","US_Southeast - Geographical Area",9,0.975572415106289,0.0812977012588574
"Portal - YachtWorld","US_Southeast - Geographical Area",10,0.855805842127076,0.0713171535105897
"Portal - YachtWorld","US_Southeast - Geographical Area",11,0.785744972500746,0.0654787477083955
"Portal - YachtWorld","US_Southeast - Geographical Area",12,0.784247564221427,0.0653539636851189
"Portal - YachtWorld","US_NorthWest  - Geographical Area",1,1.03719121749028,0.0864326014575233
"Portal - YachtWorld","US_NorthWest  - Geographical Area",2,1.02650043174398,0.0855417026453318
"Portal - YachtWorld","US_NorthWest  - Geographical Area",3,0.968940240805379,0.080745020067115
"Portal - YachtWorld","US_NorthWest  - Geographical Area",4,0.910541629416126,0.0758784691180105
"Portal - YachtWorld","US_NorthWest  - Geographical Area",5,1.05910410926846,0.0882586757723716
"Portal - YachtWorld","US_NorthWest  - Geographical Area",6,1.05285554590986,0.0877379621591547
"Portal - YachtWorld","US_NorthWest  - Geographical Area",7,1.10777467542889,0.0923145562857407
"Portal - YachtWorld","US_NorthWest  - Geographical Area",8,1.21770543451667,0.101475452876389
"Portal - YachtWorld","US_NorthWest  - Geographical Area",9,1.10494972391048,0.0920791436592064
"Portal - YachtWorld","US_NorthWest  - Geographical Area",10,0.948540649840599,0.0790450541533833
"Portal - YachtWorld","US_NorthWest  - Geographical Area",11,0.783727761253672,0.0653106467711393
"Portal - YachtWorld","US_NorthWest  - Geographical Area",12,0.782168580415612,0.0651807150346343
"Portal - YachtWorld","US_Midwest - Geographical Area",1,1.03287430842344,0.0860728590352867
"Portal - YachtWorld","US_Midwest - Geographical Area",2,0.959007009194729,0.0799172507662274
"Portal - YachtWorld","US_Midwest - Geographical Area",3,0.960987410717165,0.0800822842264304
"Portal - YachtWorld","US_Midwest - Geographical Area",4,0.944322195052443,0.0786935162543703
"Portal - YachtWorld","US_Midwest - Geographical Area",5,1.02772288056671,0.085643573380559
"Portal - YachtWorld","US_Midwest - Geographical Area",6,1.16181319238706,0.0968177660322548
"Portal - YachtWorld","US_Midwest - Geographical Area",7,1.27825537191547,0.106521280992955
"Portal - YachtWorld","US_Midwest - Geographical Area",8,1.28149217618709,0.106791014682257
"Portal - YachtWorld","US_Midwest - Geographical Area",9,1.08941353579351,0.0907844613161257
"Portal - YachtWorld","US_Midwest - Geographical Area",10,0.823532270451875,0.068627689204323
"Portal - YachtWorld","US_Midwest - Geographical Area",11,0.703325959496573,0.0586104966247144
"Portal - YachtWorld","US_Midwest - Geographical Area",12,0.737253689813946,0.0614378074844955
"Portal - YachtWorld","US_GulfCoast - Geographical Area",1,0.998962449040738,0.0832468707533949
"Portal - YachtWorld","US_GulfCoast - Geographical Area",2,0.939987651263463,0.0783323042719552
"Portal - YachtWorld","US_GulfCoast - Geographical Area",3,1.00894355351563,0.0840786294596356
"Portal - YachtWorld","US_GulfCoast - Geographical Area",4,1.02309095999563,0.085257579999636
"Portal - YachtWorld","US_GulfCoast - Geographical Area",5,1.14901563606655,0.095751303005546
"Portal - YachtWorld","US_GulfCoast - Geographical Area",6,1.20597503930986,0.100497919942489
"Portal - YachtWorld","US_GulfCoast - Geographical Area",7,1.20312710518837,0.100260592099031
"Portal - YachtWorld","US_GulfCoast - Geographical Area",8,1.14980024155662,0.0958166867963847
"Portal - YachtWorld","US_GulfCoast - Geographical Area",9,0.969062024019067,0.0807551686682556
"Portal - YachtWorld","US_GulfCoast - Geographical Area",10,0.867695824153223,0.0723079853461019
"Portal - YachtWorld","US_GulfCoast - Geographical Area",11,0.743607060055838,0.0619672550046531
"Portal - YachtWorld","US_GulfCoast - Geographical Area",12,0.740732455835006,0.0617277046529172
"Portal - YachtWorld","US_Flordia - Geographical Area",1,1.10501192883564,0.0920843274029697
"Portal - YachtWorld","US_Flordia - Geographical Area",2,1.06757143526606,0.0889642862721713
"Portal - YachtWorld","US_Flordia - Geographical Area",3,1.09012600063394,0.0908438333861614
"Portal - YachtWorld","US_Flordia - Geographical Area",4,1.05069595478778,0.0875579962323151
"Portal - YachtWorld","US_Flordia - Geographical Area",5,1.15336194872521,0.0961134957271006
"Portal - YachtWorld","US_Flordia - Geographical Area",6,1.05511868355319,0.0879265569627661
"Portal - YachtWorld","US_Flordia - Geographical Area",7,1.00498490051249,0.0837487417093744
"Portal - YachtWorld","US_Flordia - Geographical Area",8,0.98909106891122,0.0824242557426017
"Portal - YachtWorld","US_Flordia - Geographical Area",9,0.905516166889897,0.0754596805741581
"Portal - YachtWorld","US_Flordia - Geographical Area",10,0.843054727214465,0.0702545606012054
"Portal - YachtWorld","US_Flordia - Geographical Area",11,0.890081596385653,0.0741734663654711
"Portal - YachtWorld","US_Flordia - Geographical Area",12,0.84538558828446,0.070448799023705
"Portal - YachtWorld","Africa - Geographical Area",1,1.14768690218413,0.0956405751820106
"Portal - YachtWorld","Africa - Geographical Area",2,0.971149835351091,0.0809291529459242
"Portal - YachtWorld","Africa - Geographical Area",3,0.984648361025775,0.0820540300854812
"Portal - YachtWorld","Africa - Geographical Area",4,1.07292021592991,0.0894100179941592
"Portal - YachtWorld","Africa - Geographical Area",5,1.06389241258744,0.0886577010489535
"Portal - YachtWorld","Africa - Geographical Area",6,1.03930011827264,0.0866083431893865
"Portal - YachtWorld","Africa - Geographical Area",7,1.01977309257346,0.0849810910477882
"Portal - YachtWorld","Africa - Geographical Area",8,1.10304278712669,0.0919202322605574
"Portal - YachtWorld","Africa - Geographical Area",9,1.01443214048564,0.0845360117071367
"Portal - YachtWorld","Africa - Geographical Area",10,0.907928640052878,0.0756607200044065
"Portal - YachtWorld","Africa - Geographical Area",11,0.869146950639096,0.072428912553258
"Portal - YachtWorld","Africa - Geographical Area",12,0.806078543771256,0.067173211980938
"Portal - YachtWorld","FarEast - Geographical Area",1,0.993846115071347,0.0828205095892789
"Portal - YachtWorld","FarEast - Geographical Area",2,0.907426487928964,0.0756188739940804
"Portal - YachtWorld","FarEast - Geographical Area",3,0.990790475670401,0.0825658729725334
"Portal - YachtWorld","FarEast - Geographical Area",4,0.956081484517474,0.0796734570431228
"Portal - YachtWorld","FarEast - Geographical Area",5,1.08218601834944,0.0901821681957866
"Portal - YachtWorld","FarEast - Geographical Area",6,1.09658088833174,0.0913817406943118
"Portal - YachtWorld","FarEast - Geographical Area",7,1.08213801144605,0.0901781676205038
"Portal - YachtWorld","FarEast - Geographical Area",8,1.11883928908977,0.0932366074241476
"Portal - YachtWorld","FarEast - Geographical Area",9,1.06863126917651,0.089052605764709
"Portal - YachtWorld","FarEast - Geographical Area",10,0.95367153796716,0.07947262816393
"Portal - YachtWorld","FarEast - Geographical Area",11,0.890456047579642,0.0742046706316368
"Portal - YachtWorld","FarEast - Geographical Area",12,0.859352374871507,0.0716126979059589
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",1,1.125746035502,0.0938121696251667
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",2,1.06693322332773,0.0889111019439772
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",3,1.13034719694887,0.0941955997457395
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",4,1.07155957689828,0.0892966314081902
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",5,1.04786818401227,0.0873223486676891
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",6,1.00787028935403,0.0839891907795028
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",7,1.01834661393115,0.0848622178275962
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",8,1.0551127190084,0.0879260599173669
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",9,0.919501717787934,0.0766251431489945
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",10,0.860273235572898,0.0716894362977415
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",11,0.841429527058365,0.0701191272548638
"Portal - YachtWorld","NorthAmericaInt - Geographical Area",12,0.855011680598061,0.0712509733831718
"Portal - YachtWorld","Australiasia - Geographical Area",1,1.25149170179755,0.104290975149796
"Portal - YachtWorld","Australiasia - Geographical Area",2,1.03546371376711,0.0862886428139256
"Portal - YachtWorld","Australiasia - Geographical Area",3,1.05049538946227,0.0875412824551893
"Portal - YachtWorld","Australiasia - Geographical Area",4,1.01561349469788,0.0846344578914903
"Portal - YachtWorld","Australiasia - Geographical Area",5,1.01620199531029,0.0846834996091907
"Portal - YachtWorld","Australiasia - Geographical Area",6,0.943601570554522,0.0786334642128769
"Portal - YachtWorld","Australiasia - Geographical Area",7,1.02480453534692,0.0854003779455763
"Portal - YachtWorld","Australiasia - Geographical Area",8,1.0412903368939,0.086774194741158
"Portal - YachtWorld","Australiasia - Geographical Area",9,0.981001718600829,0.0817501432167358
"Portal - YachtWorld","Australiasia - Geographical Area",10,0.876255615552374,0.0730213012960312
"Portal - YachtWorld","Australiasia - Geographical Area",11,0.848691056444876,0.0707242547037397
"Portal - YachtWorld","Australiasia - Geographical Area",12,0.915088871571483,0.0762574059642902
"Portal - YachtWorld","MiddleEast - Geographical Area",1,0.860800197547433,0.0717333497956194
"Portal - YachtWorld","MiddleEast - Geographical Area",2,0.852678668259706,0.0710565556883089
"Portal - YachtWorld","MiddleEast - Geographical Area",3,0.939718455471513,0.0783098712892928
"Portal - YachtWorld","MiddleEast - Geographical Area",4,0.922725493250488,0.0768937911042073
"Portal - YachtWorld","MiddleEast - Geographical Area",5,1.04340537555323,0.0869504479627694
"Portal - YachtWorld","MiddleEast - Geographical Area",6,1.09903293675706,0.0915860780630887
"Portal - YachtWorld","MiddleEast - Geographical Area",7,1.15633504008208,0.0963612533401731
"Portal - YachtWorld","MiddleEast - Geographical Area",8,1.40777664034976,0.117314720029147
"Portal - YachtWorld","MiddleEast - Geographical Area",9,1.11268955581708,0.0927241296514237
"Portal - YachtWorld","MiddleEast - Geographical Area",10,0.983405803289535,0.0819504836074612
"Portal - YachtWorld","MiddleEast - Geographical Area",11,0.823563477204916,0.0686302897670763
"Portal - YachtWorld","MiddleEast - Geographical Area",12,0.79786835641719,0.0664890297014325
"Portal - YachtWorld","SouthAmerica - Geographical Area",1,1.11677069560137,0.0930642246334473
"Portal - YachtWorld","SouthAmerica - Geographical Area",2,1.14701531950214,0.0955846099585115
"Portal - YachtWorld","SouthAmerica - Geographical Area",3,1.04929544156637,0.0874412867971977
"Portal - YachtWorld","SouthAmerica - Geographical Area",4,0.999379517567541,0.0832816264639617
"Portal - YachtWorld","SouthAmerica - Geographical Area",5,0.952282922024544,0.079356910168712
"Portal - YachtWorld","SouthAmerica - Geographical Area",6,0.987613789615053,0.0823011491345877
"Portal - YachtWorld","SouthAmerica - Geographical Area",7,1.05944771870602,0.0882873098921685
"Portal - YachtWorld","SouthAmerica - Geographical Area",8,1.06109990581186,0.0884249921509885
"Portal - YachtWorld","SouthAmerica - Geographical Area",9,0.936209044615648,0.0780174203846374
"Portal - YachtWorld","SouthAmerica - Geographical Area",10,0.90724103419727,0.0756034195164391
"Portal - YachtWorld","SouthAmerica - Geographical Area",11,0.923607960083654,0.0769673300069711
"Portal - YachtWorld","SouthAmerica - Geographical Area",12,0.86003665070853,0.0716697208923775
"Portal - YachtWorld","US_New_England - Geographical Area",1,0.872944536149094,0.0727453780124245
"Portal - YachtWorld","US_New_England - Geographical Area",2,0.926427018817616,0.0772022515681346
"Portal - YachtWorld","US_New_England - Geographical Area",3,0.952751666412117,0.0793959722010097
"Portal - YachtWorld","US_New_England - Geographical Area",4,0.904303470661131,0.0753586225550942
"Portal - YachtWorld","US_New_England - Geographical Area",5,1.00416978059163,0.0836808150493023
"Portal - YachtWorld","US_New_England - Geographical Area",6,1.04866301118754,0.0873885842656281
"Portal - YachtWorld","US_New_England - Geographical Area",7,1.25815462604947,0.104846218837456
"Portal - YachtWorld","US_New_England - Geographical Area",8,1.41993670280663,0.118328058567219
"Portal - YachtWorld","US_New_England - Geographical Area",9,1.25448146681254,0.104540122234379
"Portal - YachtWorld","US_New_England - Geographical Area",10,0.907784512662719,0.0756487093885599
"Portal - YachtWorld","US_New_England - Geographical Area",11,0.740965601014077,0.0617471334178397
"Portal - YachtWorld","US_New_England - Geographical Area",12,0.709417606835433,0.0591181339029527
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",1,0.927098487056715,0.0772582072547263
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",2,0.93211763426796,0.07767646952233
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",3,0.941970846634063,0.0784975705528386
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",4,0.9556080776906,0.0796340064742167
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",5,1.08726561009122,0.0906054675076013
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",6,1.13561856478226,0.094634880398522
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",7,1.17717430071457,0.0980978583928806
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",8,1.22391795087774,0.101993162573145
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",9,1.11087346828662,0.0925727890238852
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",10,0.947942685008394,0.0789952237506995
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",11,0.792910251740572,0.0660758543117143
"Portal - YachtWorld","US_Mid_Atlantic - Geographical Area",12,0.767502122849285,0.0639585102374404
"Portal - YachtWorld","US_NY_NJ - Geographical Area",1,0.924633679581971,0.0770528066318309
"Portal - YachtWorld","US_NY_NJ - Geographical Area",2,0.913869218169258,0.0761557681807715
"Portal - YachtWorld","US_NY_NJ - Geographical Area",3,0.953759357378301,0.0794799464481918
"Portal - YachtWorld","US_NY_NJ - Geographical Area",4,0.946142249763042,0.0788451874802535
"Portal - YachtWorld","US_NY_NJ - Geographical Area",5,1.03246668613504,0.0860388905112536
"Portal - YachtWorld","US_NY_NJ - Geographical Area",6,1.04373944179394,0.0869782868161615
"Portal - YachtWorld","US_NY_NJ - Geographical Area",7,1.22015094443011,0.101679245369175
"Portal - YachtWorld","US_NY_NJ - Geographical Area",8,1.34166875592939,0.111805729660783
"Portal - YachtWorld","US_NY_NJ - Geographical Area",9,1.22201347231986,0.101834456026655
"Portal - YachtWorld","US_NY_NJ - Geographical Area",10,0.904179793868592,0.075348316155716
"Portal - YachtWorld","US_NY_NJ - Geographical Area",11,0.773297678515631,0.0644414732096359
"Portal - YachtWorld","US_NY_NJ - Geographical Area",12,0.724078722114866,0.0603398935095722
"Portal - boats.com","Europe - Geographical Area",1,0.95947160834442,0.079955967362035
"Portal - boats.com","Europe - Geographical Area",2,1.01946821300522,0.0849556844171014
"Portal - boats.com","Europe - Geographical Area",3,0.847952332854284,0.0706626944045237
"Portal - boats.com","Europe - Geographical Area",4,0.831691540907431,0.0693076284089526
"Portal - boats.com","Europe - Geographical Area",5,1.12536435833428,0.093780363194523
"Portal - boats.com","Europe - Geographical Area",6,1.07467931128,0.0895566092733334
"Portal - boats.com","Europe - Geographical Area",7,1.18659817975652,0.0988831816463765
"Portal - boats.com","Europe - Geographical Area",8,1.49127541966606,0.124272951638838
"Portal - boats.com","Europe - Geographical Area",9,1.20115569658907,0.100096308049089
"Portal - boats.com","Europe - Geographical Area",10,0.857347172365783,0.0714455976971486
"Portal - boats.com","Europe - Geographical Area",11,0.70758388516493,0.0589653237637442
"Portal - boats.com","Europe - Geographical Area",12,0.697412281732007,0.058117690144334
"Portal - boats.com","UK - Geographical Area",1,0.944112058005652,0.0786760048338043
"Portal - boats.com","UK - Geographical Area",2,0.964597325235064,0.0803831104362553
"Portal - boats.com","UK - Geographical Area",3,0.836740506471278,0.0697283755392732
"Portal - boats.com","UK - Geographical Area",4,0.890469409116842,0.0742057840930702
"Portal - boats.com","UK - Geographical Area",5,1.16707083140535,0.0972559026171127
"Portal - boats.com","UK - Geographical Area",6,1.14187754661971,0.0951564622183089
"Portal - boats.com","UK - Geographical Area",7,1.05238208617289,0.0876985071810745
"Portal - boats.com","UK - Geographical Area",8,1.28241007372001,0.106867506143334
"Portal - boats.com","UK - Geographical Area",9,1.29899595236277,0.108249662696897
"Portal - boats.com","UK - Geographical Area",10,0.916474916778602,0.0763729097315502
"Portal - boats.com","UK - Geographical Area",11,0.796028733282719,0.0663357277735599
"Portal - boats.com","UK - Geographical Area",12,0.708840560829114,0.0590700467357595
"Portal - boats.com","RussiaScandinavia - Geographical Area",1,0.791068305007882,0.0659223587506568
"Portal - boats.com","RussiaScandinavia - Geographical Area",2,0.991173812043227,0.0825978176702689
"Portal - boats.com","RussiaScandinavia - Geographical Area",3,1.01137439881042,0.0842811999008686
"Portal - boats.com","RussiaScandinavia - Geographical Area",4,0.962187142332693,0.0801822618610577
"Portal - boats.com","RussiaScandinavia - Geographical Area",5,1.10440568997591,0.0920338074979922
"Portal - boats.com","RussiaScandinavia - Geographical Area",6,1.20036156212112,0.10003013017676
"Portal - boats.com","RussiaScandinavia - Geographical Area",7,1.49181394975767,0.124317829146473
"Portal - boats.com","RussiaScandinavia - Geographical Area",8,1.56869217551188,0.130724347959323
"Portal - boats.com","RussiaScandinavia - Geographical Area",9,1.01137439881042,0.0842811999008686
"Portal - boats.com","RussiaScandinavia - Geographical Area",10,0.627143690093136,0.052261974174428
"Portal - boats.com","RussiaScandinavia - Geographical Area",11,0.623367648828162,0.0519473040690135
"Portal - boats.com","RussiaScandinavia - Geographical Area",12,0.617037226707471,0.0514197688922892
"Portal - boats.com","CA_WEST - Geographical Area",1,0.850846897183779,0.0709039080986482
"Portal - boats.com","CA_WEST - Geographical Area",2,0.993296943203017,0.0827747452669181
"Portal - boats.com","CA_WEST - Geographical Area",3,0.909480744170788,0.0757900620142323
"Portal - boats.com","CA_WEST - Geographical Area",4,0.953721700121199,0.0794768083434333
"Portal - boats.com","CA_WEST - Geographical Area",5,1.19857789488347,0.099881491240289
"Portal - boats.com","CA_WEST - Geographical Area",6,1.23759075293202,0.103132562744335
"Portal - boats.com","CA_WEST - Geographical Area",7,1.33420121147109,0.111183434289258
"Portal - boats.com","CA_WEST - Geographical Area",8,1.48434760081598,0.123695633401332
"Portal - boats.com","CA_WEST - Geographical Area",9,1.09897846403795,0.0915815386698292
"Portal - boats.com","CA_WEST - Geographical Area",10,0.726299441390237,0.0605249534491864
"Portal - boats.com","CA_WEST - Geographical Area",11,0.59249346162308,0.0493744551352566
"Portal - boats.com","CA_WEST - Geographical Area",12,0.620164888167393,0.0516804073472827
"Portal - boats.com","CA_EAST - Geographical Area",1,0.793910029578819,0.0661591691315683
"Portal - boats.com","CA_EAST - Geographical Area",2,0.929301177708821,0.0774417648090684
"Portal - boats.com","CA_EAST - Geographical Area",3,0.888925181918813,0.0740770984932344
"Portal - boats.com","CA_EAST - Geographical Area",4,0.953127551853666,0.0794272959878055
"Portal - boats.com","CA_EAST - Geographical Area",5,1.20547298891248,0.100456082409373
"Portal - boats.com","CA_EAST - Geographical Area",6,1.3112429757865,0.109270247982208
"Portal - boats.com","CA_EAST - Geographical Area",7,1.32945905238899,0.110788254365749
"Portal - boats.com","CA_EAST - Geographical Area",8,1.647107747957,0.137258978996417
"Portal - boats.com","CA_EAST - Geographical Area",9,1.17201686416124,0.0976680720134365
"Portal - boats.com","CA_EAST - Geographical Area",10,0.687492817004494,0.0572910680837078
"Portal - boats.com","CA_EAST - Geographical Area",11,0.504273504273504,0.042022792022792
"Portal - boats.com","CA_EAST - Geographical Area",12,0.577670108455671,0.0481391757046392
"Portal - boats.com","US_Southwest  - Geographical Area",1,0.772255538632362,0.0643546282193635
"Portal - boats.com","US_Southwest  - Geographical Area",2,0.898436482972506,0.0748697069143755
"Portal - boats.com","US_Southwest  - Geographical Area",3,0.932635668020162,0.0777196390016801
"Portal - boats.com","US_Southwest  - Geographical Area",4,1.03052339824355,0.0858769498536292
"Portal - boats.com","US_Southwest  - Geographical Area",5,1.3393253118695,0.111610442655792
"Portal - boats.com","US_Southwest  - Geographical Area",6,1.45408368479424,0.12117364039952
"Portal - boats.com","US_Southwest  - Geographical Area",7,1.38335532194771,0.115279610162309
"Portal - boats.com","US_Southwest  - Geographical Area",8,1.34848330476868,0.112373608730724
"Portal - boats.com","US_Southwest  - Geographical Area",9,1.04966952183362,0.087472460152802
"Portal - boats.com","US_Southwest  - Geographical Area",10,0.675694782890284,0.0563078985741903
"Portal - boats.com","US_Southwest  - Geographical Area",11,0.559086121604284,0.0465905101336903
"Portal - boats.com","US_Southwest  - Geographical Area",12,0.556450862423091,0.0463709052019243
"Portal - boats.com","US_Southeast - Geographical Area",1,0.755226221830054,0.0629355184858378
"Portal - boats.com","US_Southeast - Geographical Area",2,0.8952207611839,0.0746017300986583
"Portal - boats.com","US_Southeast - Geographical Area",3,0.975840517282023,0.0813200431068353
"Portal - boats.com","US_Southeast - Geographical Area",4,1.05729508590041,0.0881079238250339
"Portal - boats.com","US_Southeast - Geographical Area",5,1.55399847747295,0.129499873122746
"Portal - boats.com","US_Southeast - Geographical Area",6,1.74922139693219,0.145768449744349
"Portal - boats.com","US_Southeast - Geographical Area",7,1.49680250460519,0.124733542050433
"Portal - boats.com","US_Southeast - Geographical Area",8,1.22452664097551,0.102043886747959
"Portal - boats.com","US_Southeast - Geographical Area",9,0.891709268158168,0.0743091056798473
"Portal - boats.com","US_Southeast - Geographical Area",10,0.481337309309564,0.0401114424424636
"Portal - boats.com","US_Southeast - Geographical Area",11,0.435211403069654,0.0362676169224712
"Portal - boats.com","US_Southeast - Geographical Area",12,0.483610413280392,0.040300867773366
"Portal - boats.com","US_NorthWest  - Geographical Area",1,0.810838238522337,0.0675698532101948
"Portal - boats.com","US_NorthWest  - Geographical Area",2,1.08119922124752,0.0900999351039596
"Portal - boats.com","US_NorthWest  - Geographical Area",3,0.868582519333862,0.0723818766111552
"Portal - boats.com","US_NorthWest  - Geographical Area",4,1.02395155708512,0.0853292964237603
"Portal - boats.com","US_NorthWest  - Geographical Area",5,1.36139177415698,0.113449314513082
"Portal - boats.com","US_NorthWest  - Geographical Area",6,1.40245981183747,0.116871650986456
"Portal - boats.com","US_NorthWest  - Geographical Area",7,1.38621900794227,0.115518250661856
"Portal - boats.com","US_NorthWest  - Geographical Area",8,1.44109874634285,0.120091562195238
"Portal - boats.com","US_NorthWest  - Geographical Area",9,1.02922001197158,0.085768334330965
"Portal - boats.com","US_NorthWest  - Geographical Area",10,0.62067004861805,0.0517225040515042
"Portal - boats.com","US_NorthWest  - Geographical Area",11,0.467237096064133,0.0389364246720111
"Portal - boats.com","US_NorthWest  - Geographical Area",12,0.507131966877829,0.0422609972398191
"Portal - boats.com","US_Midwest - Geographical Area",1,0.757114435010121,0.0630928695841768
"Portal - boats.com","US_Midwest - Geographical Area",2,0.921947231107334,0.0768289359256112
"Portal - boats.com","US_Midwest - Geographical Area",3,0.973921295114827,0.0811601079262355
"Portal - boats.com","US_Midwest - Geographical Area",4,1.01940491911726,0.0849504099264387
"Portal - boats.com","US_Midwest - Geographical Area",5,1.33327700819357,0.111106417349464
"Portal - boats.com","US_Midwest - Geographical Area",6,1.66640040236962,0.138866700197468
"Portal - boats.com","US_Midwest - Geographical Area",7,1.57409150935683,0.131174292446402
"Portal - boats.com","US_Midwest - Geographical Area",8,1.41692801696692,0.118077334747243
"Portal - boats.com","US_Midwest - Geographical Area",9,0.976934607503797,0.0814112172919831
"Portal - boats.com","US_Midwest - Geographical Area",10,0.512162018190873,0.0426801681825727
"Portal - boats.com","US_Midwest - Geographical Area",11,0.400174426239256,0.0333478688532714
"Portal - boats.com","US_Midwest - Geographical Area",12,0.44764413082959,0.0373036775691325
"Portal - boats.com","US_GulfCoast - Geographical Area",1,0.686069311286394,0.0571724426071995
"Portal - boats.com","US_GulfCoast - Geographical Area",2,0.905519718774059,0.0754599765645049
"Portal - boats.com","US_GulfCoast - Geographical Area",3,0.971599440276422,0.0809666200230352
"Portal - boats.com","US_GulfCoast - Geographical Area",4,1.09352300485235,0.0911269170710293
"Portal - boats.com","US_GulfCoast - Geographical Area",5,1.54009361820579,0.128341134850483
"Portal - boats.com","US_GulfCoast - Geographical Area",6,1.72755651057883,0.143963042548235
"Portal - boats.com","US_GulfCoast - Geographical Area",7,1.52726005775524,0.127271671479603
"Portal - boats.com","US_GulfCoast - Geographical Area",8,1.24993064025725,0.104160886688104
"Portal - boats.com","US_GulfCoast - Geographical Area",9,0.888086491434615,0.0740072076195512
"Portal - boats.com","US_GulfCoast - Geographical Area",10,0.534512578440372,0.044542714870031
"Portal - boats.com","US_GulfCoast - Geographical Area",11,0.426095696298738,0.0355079746915615
"Portal - boats.com","US_GulfCoast - Geographical Area",12,0.449752931839947,0.0374794109866623
"Portal - boats.com","US_Flordia - Geographical Area",1,0.817479437465965,0.0681232864554971
"Portal - boats.com","US_Flordia - Geographical Area",2,0.891164247492755,0.0742636872910629
"Portal - boats.com","US_Flordia - Geographical Area",3,0.980890036418768,0.0817408363682307
"Portal - boats.com","US_Flordia - Geographical Area",4,1.09660638581113,0.0913838654842608
"Portal - boats.com","US_Flordia - Geographical Area",5,1.58652620616653,0.132210517180544
"Portal - boats.com","US_Flordia - Geographical Area",6,1.48229014319778,0.123524178599815
"Portal - boats.com","US_Flordia - Geographical Area",7,1.28003398075004,0.106669498395837
"Portal - boats.com","US_Flordia - Geographical Area",8,1.16294964805852,0.0969124706715434
"Portal - boats.com","US_Flordia - Geographical Area",9,0.90447374866421,0.0753728123886842
"Portal - boats.com","US_Flordia - Geographical Area",10,0.624552270232251,0.0520460225193543
"Portal - boats.com","US_Flordia - Geographical Area",11,0.581394024359417,0.0484495020299514
"Portal - boats.com","US_Flordia - Geographical Area",12,0.591639871382637,0.0493033226152197
"Portal - boats.com","Africa - Geographical Area",1,1.06465954959337,0.0887216291327809
